Chr	Start	End	Genome
A02	4817730	4820835	ECD04
A02	4835930	4835964	ECD04
A02	4862912	4864699	ECD04
A02	4883618	4895538	ECD04
A02	4927881	4944686	ECD04
A02	4955180	4964126	ECD04
A02	4988354	4996720	ECD04
A02	5061973	5064291	ECD04
A02	5073842	5082333	ECD04
A02	5093152	5139813	ECD04
A02	5168171	5176793	ECD04
A02	5200330	5234953	ECD04
A02	5267057	5267348	ECD04
A02	5278530	5279554	ECD04
A02	5290392	5301086	ECD04
A02	5329321	5337252	ECD04
A02	5374319	5388956	ECD04
A02	5409986	5435847	ECD04
A02	5480938	5489723	ECD04
A02	5570652	5573033	ECD04
A02	5584058	5584958	ECD04
A02	5599044	5609624	ECD04
A02	5611194	5612854	ECD04
A02	5639895	5640003	ECD04
A02	5664427	5667234	ECD04
A02	5680657	5684845	ECD04
A02	5711706	5726956	ECD04
A02	5739230	5740807	ECD04
A02	5755577	5769455	ECD04
A02	5782690	5783311	ECD04
A02	5796519	5797730	ECD04
A02	5852201	5856723	ECD04
A02	5857961	5891891	ECD04
A02	5892082	5921303	ECD04
A02	5921548	5946104	ECD04
A02	5981111	5981995	ECD04
A02	5997513	6004796	ECD04
A02	6040672	6045821	ECD04
A02	6058711	6058718	ECD04
A02	6175785	6176866	ECD04
A02	6188699	6205732	ECD04
A02	6228923	6235335	ECD04
A02	6250849	6253889	ECD04
A02	6264091	6277371	ECD04
A02	6311301	6330860	ECD04
A02	6443319	6472078	ECD04
A02	6484412	6485014	ECD04
A02	6525532	6531201	ECD04
A02	6531848	6544165	ECD04
A02	6568760	6578657	ECD04
A02	6593059	6598411	ECD04
A02	6599566	6599570	ECD04
A02	6650065	6672591	ECD04
A02	6680761	6699533	ECD04
A02	6710861	6710900	ECD04
A02	6732477	6747473	ECD04
A02	6751433	6771304	ECD04
A02	6800532	6824229	ECD04
A02	6875854	6877490	ECD04
A02	6888485	6890704	ECD04
A02	6931473	6933061	ECD04
A02	6943595	6944370	ECD04
A02	6989398	6989647	ECD04
A02	7015703	7022868	ECD04
A02	7023647	7026386	ECD04
A02	7038123	7040478	ECD04
A02	7052383	7058166	ECD04
A02	7119883	7120170	ECD04
A02	7139931	7141072	ECD04
A02	7189867	7191458	ECD04
A02	7206217	7211368	ECD04
A02	7246682	7247795	ECD04
A02	7278762	7295817	ECD04
A02	7312351	7316597	ECD04
A02	7316710	7328418	ECD04
A02	7329087	7337397	ECD04
A02	7377453	7387283	ECD04
A02	7407777	7407779	ECD04
A02	7428954	7447349	ECD04
A02	7477998	7478002	ECD04
A02	7497231	7516759	ECD04
A02	7542137	7566457	ECD04
A02	7589992	7590006	ECD04
A02	7693807	7693810	ECD04
A02	7694427	7727266	ECD04
A02	7742894	7753099	ECD04
A02	7769371	7774812	ECD04
A02	7774835	7807114	ECD04
A02	7820078	7824974	ECD04
A02	7857799	7870022	ECD04
A02	7873989	7892278	ECD04
A02	7893035	7929055	ECD04
A02	7933333	7935940	ECD04
A02	7970648	7970793	ECD04
A02	8032283	8036873	ECD04
A02	8048069	8078388	ECD04
A02	8089706	8090973	ECD04
A02	8140370	8141581	ECD04
A02	8168036	8175511	ECD04
A02	8209754	8210407	ECD04
A02	8239534	8246271	ECD04
A02	8257301	8270831	ECD04
A02	8312676	8331277	ECD04
A02	8353257	8360768	ECD04
A02	8365459	8379697	ECD04
A02	8413140	8416804	ECD04
A02	8419708	8430653	ECD04
A02	8463827	8479626	ECD04
A02	8492759	8497576	ECD04
A02	8510808	8514756	ECD04
A02	8521793	8535896	ECD04
A02	8567238	8568701	ECD04
A02	8568957	8571483	ECD04
A02	8585211	8595436	ECD04
A02	8598718	8600779	ECD04
A02	8636163	8636191	ECD04
A02	8665119	8669721	ECD04
A02	8683557	8686512	ECD04
A02	8697714	8698219	ECD04
A02	8734101	8734178	ECD04
A02	8754189	8758500	ECD04
A02	8813597	8832453	ECD04
A02	8843945	8846390	ECD04
A02	8869721	8883235	ECD04
A02	8946135	8962732	ECD04
A02	8965017	8967431	ECD04
A02	8981511	8989250	ECD04
A02	8990283	9022100	ECD04
A02	9042754	9044980	ECD04
A02	9050331	9068317	ECD04
A02	9080836	9110138	ECD04
A02	9121270	9151054	ECD04
A02	9152086	9164129	ECD04
A02	9164384	9165449	ECD04
A02	9216521	9233896	ECD04
A02	9270414	9291186	ECD04
A02	9291378	9313945	ECD04
A02	9348448	9378451	ECD04
A02	9382481	9385737	ECD04
A02	9449984	9459037	ECD04
A02	9479491	9497429	ECD04
A02	9570192	9587687	ECD04
A02	9718455	9718793	ECD04
A02	9780032	9780869	ECD04
A02	9807359	9807871	ECD04
A02	9819326	9820439	ECD04
A02	9926011	9937051	ECD04
A02	9951601	9952588	ECD04
A02	9975065	9977809	ECD04
A02	9978992	9980951	ECD04
A02	10027812	10030547	ECD04
A02	10045366	10078813	ECD04
A02	10079431	10125607	ECD04
A02	10151667	10156564	ECD04
A02	10171103	10181046	ECD04
A02	10196963	10205039	ECD04
A02	10205222	10209621	ECD04
A02	10242961	10248539	ECD04
A02	10271621	10279244	ECD04
A02	10311290	10332095	ECD04
A02	10341723	10346040	ECD04
A02	10380270	10389402	ECD04
A02	10451411	10470753	ECD04
A02	10487189	10500512	ECD04
A02	10515321	10522333	ECD04
A02	10541626	10552238	ECD04
A02	10604118	10615902	ECD04
A02	10644002	10649729	ECD04
A02	10707569	10708122	ECD04
A02	10771118	10773948	ECD04
A02	10836606	10836786	ECD04
A02	10883768	10904565	ECD04
A02	11000964	11003235	ECD04
A02	11013719	11020638	ECD04
A02	11067522	11068937	ECD04
A02	11082141	11086758	ECD04
A02	11158322	11164840	ECD04
A02	11220696	11231033	ECD04
A02	11254581	11254596	ECD04
A02	11264891	11265018	ECD04
A02	11288076	11309344	ECD04
A02	11324838	11324855	ECD04
A02	11340032	11344461	ECD04
A02	11365648	11366849	ECD04
A02	11366893	11383649	ECD04
A02	11434901	11438529	ECD04
A02	11446312	11460125	ECD04
A02	11460327	11475514	ECD04
A02	11485854	11490679	ECD04
A02	11508936	11527626	ECD04
A02	11638783	11642400	ECD04
A02	11691555	11714379	ECD04
A02	11737717	11737719	ECD04
A02	11793622	11807187	ECD04
A02	11848831	11855352	ECD04
A02	11943913	11949810	ECD04
A02	11950113	11953569	ECD04
A02	11972026	11992577	ECD04
A02	12005059	12009921	ECD04
A02	12028972	12038224	ECD04
A02	12083786	12085489	ECD04
A02	12105957	12111665	ECD04
A02	12122190	12122287	ECD04
A02	12132801	12134792	ECD04
A02	12135615	12147456	ECD04
A02	12149260	12188703	ECD04
A02	12261442	12274974	ECD04
A02	12304562	12310953	ECD04
A02	12336386	12343041	ECD04
A02	12371131	12371281	ECD04
A02	12385420	12388816	ECD04
A02	12426349	12457222	ECD04
A02	12494662	12499298	ECD04
A02	12516928	12519877	ECD04
A02	12674900	12674905	ECD04
A02	12724381	12730118	ECD04
A02	12731045	12734499	ECD04
A02	12760808	12773909	ECD04
A02	12840803	12861544	ECD04
A02	12919797	12924149	ECD04
A02	12961876	12984547	ECD04
A02	13094960	13098553	ECD04
A02	13226313	13293226	ECD04
A02	13320520	13320986	ECD04
A02	13436624	13437465	ECD04
A02	13636308	13637160	ECD04
A02	13637441	13650094	ECD04
A02	13833328	13835301	ECD04
A02	13872709	13880348	ECD04
A02	13881349	13886149	ECD04
A02	14012136	14086751	ECD04
A02	14114538	14156470	ECD04
A02	14158091	14179673	ECD04
A02	14193225	14193236	ECD04
A02	14374137	14408464	ECD04
A02	14493568	14496640	ECD04
A02	14552053	14559933	ECD04
A02	14617840	14617969	ECD04
A02	14642428	14647939	ECD04
A02	14648354	14650639	ECD04
A02	14661223	14666038	ECD04
A02	14676583	14689672	ECD04
A02	14715066	14715272	ECD04
A02	14782222	14785261	ECD04
A02	14814372	14817713	ECD04
A02	14869836	14900524	ECD04
A02	14931347	14931371	ECD04
A02	14949214	14951537	ECD04
A02	14979838	14982015	ECD04
A02	15019777	15028434	ECD04
A02	15064162	15090971	ECD04
A02	15145297	15145305	ECD04
A02	15166008	15175429	ECD04
A02	15218287	15227502	ECD04
A02	15232976	15246253	ECD04
A02	15275958	15277259	ECD04
A02	15290176	15292445	ECD04
A02	15374504	15379361	ECD04
A02	15382331	15398964	ECD04
A02	15398983	15399148	ECD04
A02	15409150	15423715	ECD04
A02	15471284	15474133	ECD04
A02	15474530	15495996	ECD04
A02	15503356	15514087	ECD04
A02	15520193	15551165	ECD04
A02	15587997	15588390	ECD04
A02	15599686	15601560	ECD04
A02	15719223	15730048	ECD04
A02	15742491	15813130	ECD04
A02	15824316	15844151	ECD04
A02	15844976	15856142	ECD04
A02	15864952	15879189	ECD04
A02	15881760	16008097	ECD04
A02	16008405	16077826	ECD04
A02	16092511	16115258	ECD04
A02	16116026	16124748	ECD04
A02	16234350	16265819	ECD04
A02	16284198	16284893	ECD04
A02	16333091	16341097	ECD04
A02	16351654	16574116	ECD04
A02	16681593	16681596	ECD04
A02	16803337	16811777	ECD04
A02	16867010	16867887	ECD04
A02	16939243	16979653	ECD04
A02	16992086	16994985	ECD04
A02	17018077	17040360	ECD04
A02	17044495	17059269	ECD04
A02	17072115	17124602	ECD04
A02	17129259	17156281	ECD04
A02	17248984	17302118	ECD04
A02	17322461	17331809	ECD04
A02	17513257	17514730	ECD04
A02	17718769	17728891	ECD04
A02	17785549	17836391	ECD04
A02	17860110	17907145	ECD04
A02	17917480	17939328	ECD04
A02	17950805	17958882	ECD04
A02	18655314	18655315	ECD04
A02	18954207	18971429	ECD04
A02	19083491	19094358	ECD04
A02	19237618	19254078	ECD04
A02	19276374	19289518	ECD04
A02	19352246	19365414	ECD04
A02	19415752	19426539	ECD04
A02	19428333	19439252	ECD04
A02	19639811	19639812	ECD04
A02	19693595	19701380	ECD04
A02	19765753	19766576	ECD04
A02	19808384	19818804	ECD04
A02	19909114	19910173	ECD04
A02	19949074	19951335	ECD04
A02	19968006	19979967	ECD04
A02	20114911	20131441	ECD04
A02	20331847	20333095	ECD04
A02	20343345	20364393	ECD04
A02	20365907	20386037	ECD04
A02	20405413	20420230	ECD04
A02	20466955	20466956	ECD04
A02	20517246	20524808	ECD04
A02	20561106	20573037	ECD04
A02	20585713	20585714	ECD04
A02	20683958	20688099	ECD04
A02	20743435	20751470	ECD04
A02	20804645	20816768	ECD04
A02	20817269	20826084	ECD04
A02	20836719	20849334	ECD04
A02	20881091	20893392	ECD04
A02	20955507	20957633	ECD04
A02	20958634	20958636	ECD04
A02	21005242	21011466	ECD04
A02	21642598	21642605	ECD04
A02	21673889	21676223	ECD04
A02	21793177	21797593	ECD04
A02	22144634	22144655	ECD04
A02	22578715	22587470	ECD04
A02	22708920	22712614	ECD04
A02	22755524	22768857	ECD04
A02	22911701	22969733	ECD04
A02	23047883	23065742	ECD04
A02	23072200	23085579	ECD04
A02	23100112	23107329	ECD04
A02	23109424	23119472	ECD04
A02	23137860	23246961	ECD04
A02	23341260	23354586	ECD04
A02	23398956	23404602	ECD04
A02	23426232	23450834	ECD04
A02	23515964	23516953	ECD04
A02	23567881	23576509	ECD04
A02	23588439	23616790	ECD04
A02	23617019	23664242	ECD04
A02	23699143	23701455	ECD04
A02	23725173	23737413	ECD04
A02	23782074	23785537	ECD04
A02	23798069	23798089	ECD04
A02	23826937	23833530	ECD04
A02	23846445	23853969	ECD04
A02	23864552	23870540	ECD04
A02	23901951	23903048	ECD04
A02	23976643	23981120	ECD04
A02	24001186	24005310	ECD04
A02	24032094	24032237	ECD04
A02	24076247	24080770	ECD04
A02	24184640	24222587	ECD04
A02	24236867	24245887	ECD04
A02	24312137	24330485	ECD04
A02	24332639	24379522	ECD04
A02	24415197	24424358	ECD04
A02	24499912	24504690	ECD04
A02	24547200	24556444	ECD04
A02	24576796	24591452	ECD04
A02	24614487	24683214	ECD04
A02	24745857	24746109	ECD04
A02	24783452	24787076	ECD04
A02	24800561	24811879	ECD04
A02	24832645	24837184	ECD04
A02	24878654	24892226	ECD04
A02	24923425	24953141	ECD04
A02	24957338	24958445	ECD04
A02	24983721	24990820	ECD04
A02	25002122	25004037	ECD04
A02	25027530	25033925	ECD04
A02	25069409	25069694	ECD04
A02	25077719	25079474	ECD04
A02	25093734	25093769	ECD04
A02	25105880	25125387	ECD04
A02	25168838	25170600	ECD04
A02	25171258	25185473	ECD04
A02	25198693	25235960	ECD04
A02	25277242	25288501	ECD04
A02	25337083	25352905	ECD04
A02	25358185	25382755	ECD04
A02	25393684	25410313	ECD04
A02	25479252	25480905	ECD04
A02	25488308	25494481	ECD04
A02	25504793	25552700	ECD04
A02	25586893	25598154	ECD04
A02	25608156	25644499	ECD04
A02	25655717	25694363	ECD04
A02	25735588	25746585	ECD04
A02	25749291	25757091	ECD04
A02	25861718	25862124	ECD04
A02	25903342	25904625	ECD04
A02	25934934	25934959	ECD04
A02	25967996	25976340	ECD04
A02	26007468	26007644	ECD04
A02	26050803	26063705	ECD04
A02	26091799	26121187	ECD04
A02	26143845	26165007	ECD04
A02	26175705	26192076	ECD04
A02	26209274	26209588	ECD04
A02	26214633	26238004	ECD04
A02	26239005	26244854	ECD04
A02	26263197	26311836	ECD04
A02	26324038	26331120	ECD04
A02	26469050	26469054	ECD04
A02	26495643	26498961	ECD04
A02	26499963	26510879	ECD04
A02	26525211	26538074	ECD04
A02	26543692	26556661	ECD04
A02	26564485	26586146	ECD04
A02	26590557	26602048	ECD04
A02	26626882	26628250	ECD04
A02	26629251	26654958	ECD04
A02	26670915	26731680	ECD04
A02	26743460	26761630	ECD04
A02	26794422	26802960	ECD04
A02	26819358	26823544	ECD04
A02	26843556	26844700	ECD04
A02	26871951	26879925	ECD04
A02	26920780	26934728	ECD04
A02	26999583	27006219	ECD04
A02	27072627	27093019	ECD04
A02	27110842	27125842	ECD04
A02	27165240	27165938	ECD04
A02	27177479	27183310	ECD04
A02	27201480	27211774	ECD04
A02	27250480	27274650	ECD04
A02	27284561	27298817	ECD04
A02	27302792	27305129	ECD04
A02	27315673	27331455	ECD04
A02	27364411	27367018	ECD04
A02	27394627	27394634	ECD04
A02	27432720	27434622	ECD04
A02	27477725	27490160	ECD04
A02	27504682	27511794	ECD04
A02	27533456	27537670	ECD04
A02	27543052	27564568	ECD04
A02	27577391	27590808	ECD04
A02	27619357	27629899	ECD04
A02	27643275	27643844	ECD04
A02	27666708	27667006	ECD04
A02	27690623	27691521	ECD04
A02	27694811	27698632	ECD04
A02	27710297	27710566	ECD04
A02	27819067	27833196	ECD04
A02	27847495	27859788	ECD04
A02	27952218	27958147	ECD04
A02	27963784	27979582	ECD04
A02	28021476	28041660	ECD04
A02	28051923	28086484	ECD04
A02	28134980	28142662	ECD04
A02	28277278	28283190	ECD04
A02	28298591	28329631	ECD04
A02	28433669	28434918	ECD04
A02	28439970	28454452	ECD04
A02	28458054	28468308	ECD04
A02	28486506	28489894	ECD04
A02	28831471	28835688	ECD04
A02	28920139	28921079	ECD04
A02	28950111	28950745	ECD04
A02	29001588	29019804	ECD04
A02	29144449	29146595	ECD04
A02	29250023	29255456	ECD04
A02	29268842	29274327	ECD04
A02	29299112	29308172	ECD04
A02	29320326	29333140	ECD04
A02	29334410	29338511	ECD04
A02	29381262	29390811	ECD04
A02	29427704	29429284	ECD04
A02	29441341	29445380	ECD04
A02	29466126	29495830	ECD04
A02	29510565	29512892	ECD04
A02	29534357	29538378	ECD04
A02	29555047	29556853	ECD04
A02	29653155	29671866	ECD04
A02	29850123	29850992	ECD04
A02	29861704	29869573	ECD04
A02	29916883	29919312	ECD04
A02	29955640	29956037	ECD04
A02	29976497	29987984	ECD04
A02	29998660	30003154	ECD04
A02	30018432	30021271	ECD04
A02	30039508	30042475	ECD04
A02	30042629	30073615	ECD04
A02	30106560	30127781	ECD04
A02	30216267	30222198	ECD04
A02	30241284	30243017	ECD04
A02	30256510	30287031	ECD04
A02	30351279	30351509	ECD04
A02	30360998	30405422	ECD04
A02	30415954	30417021	ECD04
A02	30460651	30474122	ECD04
A02	30491185	30504101	ECD04
A02	30532725	30536700	ECD04
A02	30574310	30580733	ECD04
A02	30623252	30625013	ECD04
A02	30643214	30643318	ECD04
A02	30670399	30674658	ECD04
A02	30694201	30698118	ECD04
A02	30711379	30732625	ECD04
A02	30740724	30742857	ECD04
A02	30818442	30818841	ECD04
A02	30869328	30870758	ECD04
A02	30871898	30880284	ECD04
A02	30953911	30965037	ECD04
A02	30983806	30991418	ECD04
A02	31002780	31002971	ECD04
A02	31023142	31024455	ECD04
A02	31037787	31038763	ECD04
A02	31054708	31061014	ECD04
A02	31073291	31079943	ECD04
A02	31086871	31111295	ECD04
A02	31162230	31185716	ECD04
A02	31185913	31219082	ECD04
A02	31252388	31261706	ECD04
A02	31281249	31283291	ECD04
A02	31337518	31352818	ECD04
A02	31366755	31371999	ECD04
A02	31375478	31375583	ECD04
A02	31387574	31396523	ECD04
A02	31414108	31414379	ECD04
A02	31432043	31433737	ECD04
A02	31445184	31455687	ECD04
A02	31469229	31469232	ECD04
A02	31500757	31501728	ECD04
A02	31565779	31569534	ECD04
A02	31635519	31649141	ECD04
A02	31655898	31665999	ECD04
A02	31676247	31694950	ECD04
A02	31713830	31715352	ECD04
A02	31727728	31779194	ECD04
A02	31809199	31831734	ECD04
A02	31846129	31854764	ECD04
A02	31860237	31890037	ECD04
A02	31903652	31904167	ECD04
A02	31949635	31961180	ECD04
A02	31999576	32003113	ECD04
A02	32036377	32043694	ECD04
A02	32058464	32059685	ECD04
A02	32099488	32110056	ECD04
A02	32110070	32121284	ECD04
A02	32126470	32128329	ECD04
A02	32156280	32159856	ECD04
A02	32166851	32167628	ECD04
A02	32182189	32186403	ECD04
A02	32203987	32207185	ECD04
A02	32232652	32234052	ECD04
A02	32262929	32271835	ECD04
A02	32275889	32283055	ECD04
A02	32316704	32335328	ECD04
A02	32348561	32373262	ECD04
A02	32412905	32413966	ECD04
A02	32424605	32426582	ECD04
A02	32427694	32435017	ECD04
A02	32459091	32469252	ECD04
A02	32505653	32533867	ECD04
A02	32536994	32541620	ECD04
A02	32556059	32576533	ECD04
A02	32587643	32597957	ECD04
A02	32611998	32614793	ECD04
A02	32655336	32656979	ECD04
A02	32672187	32684837	ECD04
A02	32691753	32702987	ECD04
A02	32741839	32745374	ECD04
A02	32757169	32818520	ECD04
A02	32821024	32825705	ECD04
A02	32874466	32897811	ECD04
A02	32928117	32931598	ECD04
A02	32943684	32944528	ECD04
A03	48165	72589	ECD04
A03	86093	86219	ECD04
A03	100097	113850	ECD04
A03	114451	119825	ECD04
A03	153020	153162	ECD04
A03	166027	176123	ECD04
A03	270529	275243	ECD04
A03	296457	305400	ECD04
A03	320474	321024	ECD04
A03	399493	402873	ECD04
A03	413943	418661	ECD04
A03	440298	457095	ECD04
A03	475776	485738	ECD04
A03	501139	522874	ECD04
A03	542507	555177	ECD04
A03	555243	618391	ECD04
A03	679080	681921	ECD04
A03	682539	684044	ECD04
A03	721673	740668	ECD04
A03	751480	775059	ECD04
A03	856265	883910	ECD04
A03	921437	944066	ECD04
A03	957934	971714	ECD04
A03	992215	1017361	ECD04
A03	1064307	1077332	ECD04
A03	1095763	1102806	ECD04
A03	1129537	1136865	ECD04
A03	1192784	1201478	ECD04
A03	1206030	1206260	ECD04
A03	1225981	1226555	ECD04
A03	1231766	1238977	ECD04
A03	1249530	1253370	ECD04
A03	1261800	1274334	ECD04
A03	1296586	1307170	ECD04
A03	1311277	1330895	ECD04
A03	1335774	1347976	ECD04
A03	1382205	1390473	ECD04
A03	1402828	1432972	ECD04
A03	1439329	1440578	ECD04
A03	1451847	1460150	ECD04
A03	1463638	1472560	ECD04
A03	1483020	1483250	ECD04
A03	1506693	1518863	ECD04
A03	1535542	1552187	ECD04
A03	1575470	1578578	ECD04
A03	1603743	1605868	ECD04
A03	1609219	1631326	ECD04
A03	1642010	1645263	ECD04
A03	1681201	1683452	ECD04
A03	1697830	1697893	ECD04
A03	1709460	1712432	ECD04
A03	1719517	1731168	ECD04
A03	1775250	1777592	ECD04
A03	1800375	1809476	ECD04
A03	1824910	1836479	ECD04
A03	1848085	1897178	ECD04
A03	1927703	1939180	ECD04
A03	1956825	1967440	ECD04
A03	1969137	1969155	ECD04
A03	2026991	2027108	ECD04
A03	2052936	2062085	ECD04
A03	2062759	2070309	ECD04
A03	2082052	2083120	ECD04
A03	2095883	2102491	ECD04
A03	2106884	2117171	ECD04
A03	2118723	2132117	ECD04
A03	2136271	2144935	ECD04
A03	2182104	2197054	ECD04
A03	2212569	2219830	ECD04
A03	2232806	2241561	ECD04
A03	2253782	2257213	ECD04
A03	2274550	2281606	ECD04
A03	2283979	2294235	ECD04
A03	2323135	2332424	ECD04
A03	2360217	2362623	ECD04
A03	2422157	2438516	ECD04
A03	2439286	2439342	ECD04
A03	2498911	2508826	ECD04
A03	2534410	2535070	ECD04
A03	2576643	2581575	ECD04
A03	2607650	2623408	ECD04
A03	2649579	2650434	ECD04
A03	2661032	2664299	ECD04
A03	2683021	2686392	ECD04
A03	2707683	2719152	ECD04
A03	2740850	2747697	ECD04
A03	2749205	2749324	ECD04
A03	2762529	2768900	ECD04
A03	2780278	2791993	ECD04
A03	2795049	2810784	ECD04
A03	2811608	2822638	ECD04
A03	2830056	2836572	ECD04
A03	2864577	2870680	ECD04
A03	2875266	2886569	ECD04
A03	2890299	2902475	ECD04
A03	2936602	3001206	ECD04
A03	3006059	3055939	ECD04
A03	3061276	3082680	ECD04
A03	3084195	3095781	ECD04
A03	3100693	3201111	ECD04
A03	3202112	3243330	ECD04
A03	3243523	3255278	ECD04
A03	3257134	3306178	ECD04
A03	3328397	3329466	ECD04
A03	3360586	3367083	ECD04
A03	3388268	3388722	ECD04
A03	3423207	3434387	ECD04
A03	3477321	3480653	ECD04
A03	3491442	3502636	ECD04
A03	3549649	3549707	ECD04
A03	3561992	3565133	ECD04
A03	3596729	3608231	ECD04
A03	3644277	3656607	ECD04
A03	3684820	3685126	ECD04
A03	3727230	3731567	ECD04
A03	3733277	3816432	ECD04
A03	3961489	3961607	ECD04
A03	3980255	3988693	ECD04
A03	4002918	4003014	ECD04
A03	4023415	4024810	ECD04
A03	4052853	4052929	ECD04
A03	4072472	4074937	ECD04
A03	4095395	4104861	ECD04
A03	4122499	4157089	ECD04
A03	4189217	4206464	ECD04
A03	4207865	4211408	ECD04
A03	4284730	4293832	ECD04
A03	4315317	4317705	ECD04
A03	4345779	4382004	ECD04
A03	4399860	4399921	ECD04
A03	4410130	4410672	ECD04
A03	4443855	4457734	ECD04
A03	4474317	4475100	ECD04
A03	4480131	4480598	ECD04
A03	4494640	4495133	ECD04
A03	4526735	4532195	ECD04
A03	4544257	4575279	ECD04
A03	4588833	4596568	ECD04
A03	4638772	4662540	ECD04
A03	4689572	4714428	ECD04
A03	4757805	4759382	ECD04
A03	4771436	4784078	ECD04
A03	4809192	4815570	ECD04
A03	4828009	4844103	ECD04
A03	4885200	4897637	ECD04
A03	4919909	4920652	ECD04
A03	4966770	4966773	ECD04
A03	4999014	4999296	ECD04
A03	5022180	5025016	ECD04
A03	5115520	5136315	ECD04
A03	5202182	5217457	ECD04
A03	5232813	5248753	ECD04
A03	5274986	5280082	ECD04
A03	5301307	5304037	ECD04
A03	5314305	5325938	ECD04
A03	5337567	5350555	ECD04
A03	5360987	5368061	ECD04
A03	5369542	5375363	ECD04
A03	5401563	5406365	ECD04
A03	5428900	5439034	ECD04
A03	5451093	5452920	ECD04
A03	5455394	5460705	ECD04
A03	5508058	5522553	ECD04
A03	5542395	5542699	ECD04
A03	5560797	5577715	ECD04
A03	5581615	5592521	ECD04
A03	5615659	5620043	ECD04
A03	5708184	5713587	ECD04
A03	5725365	5725498	ECD04
A03	5729428	5729444	ECD04
A03	5741923	5741978	ECD04
A03	5771810	5828992	ECD04
A03	5856323	5858391	ECD04
A03	5879364	5879391	ECD04
A03	5893538	5894190	ECD04
A03	5943475	5984700	ECD04
A03	5985872	5992274	ECD04
A03	6003620	6011767	ECD04
A03	6033977	6037095	ECD04
A03	6055268	6091385	ECD04
A03	6126027	6127333	ECD04
A03	6141445	6147281	ECD04
A03	6165532	6178450	ECD04
A03	6255546	6266416	ECD04
A03	6277035	6303578	ECD04
A03	6315801	6332746	ECD04
A03	6333807	6338757	ECD04
A03	6358370	6366466	ECD04
A03	6515248	6542253	ECD04
A03	6543168	6582079	ECD04
A03	6674234	6685221	ECD04
A03	6706817	6719197	ECD04
A03	6753847	6762669	ECD04
A03	6774464	6791131	ECD04
A03	6801183	6801234	ECD04
A03	6812453	6814934	ECD04
A03	6891650	6891862	ECD04
A03	6968856	6979971	ECD04
A03	6992685	6998146	ECD04
A03	7020798	7030932	ECD04
A03	7044984	7051022	ECD04
A03	7061363	7062481	ECD04
A03	7065258	7073073	ECD04
A03	7180667	7191285	ECD04
A03	7208660	7261153	ECD04
A03	7271851	7300177	ECD04
A03	7331216	7337138	ECD04
A03	7393796	7393803	ECD04
A03	7433082	7447303	ECD04
A03	7517529	7522893	ECD04
A03	7556331	7575237	ECD04
A03	7577005	7580743	ECD04
A03	7685085	7697906	ECD04
A03	7718567	7722078	ECD04
A03	7753139	7760161	ECD04
A03	7791225	7799855	ECD04
A03	7845988	7854982	ECD04
A03	7855343	7859473	ECD04
A03	7878946	7891187	ECD04
A03	7906400	7909436	ECD04
A03	7910053	7914957	ECD04
A03	7962194	7973215	ECD04
A03	8017566	8021350	ECD04
A03	8038438	8042191	ECD04
A03	8070798	8081436	ECD04
A03	8085132	8090884	ECD04
A03	8130158	8135490	ECD04
A03	8194817	8212097	ECD04
A03	8280349	8282527	ECD04
A03	8295785	8297027	ECD04
A03	8308947	8329211	ECD04
A03	8388303	8395546	ECD04
A03	8486898	8487813	ECD04
A03	8531845	8538859	ECD04
A03	8551476	8553046	ECD04
A03	8560248	8570647	ECD04
A03	8572894	8573692	ECD04
A03	8586445	8588292	ECD04
A03	8590110	8596321	ECD04
A03	8616192	8616694	ECD04
A03	8627093	8635113	ECD04
A03	8660903	8661628	ECD04
A03	8744832	8777751	ECD04
A03	8790089	8791043	ECD04
A03	8841045	8856447	ECD04
A03	8880209	8882262	ECD04
A03	8894412	8907824	ECD04
A03	8936599	8938699	ECD04
A03	8962949	8962978	ECD04
A03	8976950	8983069	ECD04
A03	9015184	9016006	ECD04
A03	9059531	9069663	ECD04
A03	9075398	9087132	ECD04
A03	9087246	9105776	ECD04
A03	9124449	9138091	ECD04
A03	9149188	9155472	ECD04
A03	9188453	9188920	ECD04
A03	9196885	9196918	ECD04
A03	9232763	9236512	ECD04
A03	9251213	9251487	ECD04
A03	9274556	9276140	ECD04
A03	9305000	9314299	ECD04
A03	9339560	9355510	ECD04
A03	9378721	9379416	ECD04
A03	9379615	9392691	ECD04
A03	9408149	9408699	ECD04
A03	9472288	9473037	ECD04
A03	9487130	9487144	ECD04
A03	9515004	9516086	ECD04
A03	9557645	9576490	ECD04
A03	9603928	9616258	ECD04
A03	9617111	9631836	ECD04
A03	9651202	9652412	ECD04
A03	9662745	9665187	ECD04
A03	9697195	9703354	ECD04
A03	9710543	9726439	ECD04
A03	9731332	9733398	ECD04
A03	9746190	9764442	ECD04
A03	9780248	9785691	ECD04
A03	9800890	9800901	ECD04
A03	9831843	9847036	ECD04
A03	9849360	9854515	ECD04
A03	9936749	9942551	ECD04
A03	9979788	9984498	ECD04
A03	9997689	10047107	ECD04
A03	10062099	10080303	ECD04
A03	10080666	10101267	ECD04
A03	10103561	10104175	ECD04
A03	10128949	10147521	ECD04
A03	10157845	10158111	ECD04
A03	10175502	10176463	ECD04
A03	10179581	10187045	ECD04
A03	10220818	10220918	ECD04
A03	10234438	10247774	ECD04
A03	10251594	10264572	ECD04
A03	10271632	10276882	ECD04
A03	10320011	10329601	ECD04
A03	10330413	10346317	ECD04
